"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"Hotel Adi","3.7","65","","","","","https://www.google.com/maps/place/Hotel+Adi/data=!4m10!3m9!1s0x3bd4bf4af9085ed3:0xebba60a4e971e1ab!5m2!4m1!1i1!8m2!3d21.0927723!4d79.0657143!16s%2Fg%2F11kj4k9v2n!19sChIJ014I-Uq_1DsRq-Fx6aRguus?authuser=0&hl=en&rclk=1"
"Hotel FORT28","4.6","20","","","28 4","","https://www.google.com/maps/place/Hotel+FORT28/data=!4m10!3m9!1s0x3bd4eb8298b0e075:0xaa4348f48869f1a0!5m2!4m1!1i1!8m2!3d21.1371417!4d78.9373236!16s%2Fg%2F11jzthnqql!19sChIJdeCwmILr1DsRoPFpiPRIQ6o?authuser=0&hl=en&rclk=1"
"Hotel Taj Palace","3.7","57","","","","","https://www.google.com/maps/place/Hotel+Taj+Palace/data=!4m10!3m9!1s0x3bd4c1130a42d461:0xd3b9af4ad0fd27e4!5m2!4m1!1i1!8m2!3d21.1869076!4d79.0783608!16s%2Fg%2F11pcs760kl!19sChIJYdRCChPB1DsR5Cf90EqvudM?authuser=0&hl=en&rclk=1"
"Hotel Sukhakarta","3.8","374","","","","","https://www.google.com/maps/place/Hotel+Sukhakarta/data=!4m10!3m9!1s0x3bd4bf7beead8031:0x7af4fb3b4cfd6db8!5m2!4m1!1i1!8m2!3d21.1133811!4d79.0712625!16s%2Fg%2F1hdz0pjj2!19sChIJMYCt7nu_1DsRuG39TDv79Ho?authuser=0&hl=en&rclk=1"
"Hotel K P Inn","4.0","644","","","","","https://www.google.com/maps/place/Hotel+K+P+Inn/data=!4m10!3m9!1s0x3bd4bf7c4d20c211:0x583a380a4b9bbf3!5m2!4m1!1i1!8m2!3d21.1174237!4d79.0720958!16s%2Fg%2F11bxfrb2xz!19sChIJEcIgTXy_1DsR87u5pICjgwU?authuser=0&hl=en&rclk=1"
"Treebo Trend Orient Avenue - Hotel in Nagpur","3.4","232","","","","","https://www.google.com/maps/place/Treebo+Trend+Orient+Avenue+-+Hotel+in+Nagpur/data=!4m10!3m9!1s0x3bd4c0c476cdf6bd:0xcefeb9eb4dbbc642!5m2!4m1!1i1!8m2!3d21.1532153!4d79.0930833!16s%2Fg%2F11qn9skkv5!19sChIJvfbNdsTA1DsRQsa7Teu5_s4?authuser=0&hl=en&rclk=1"
"FabHotel Shraddha inn - Hotel Near Dr Babasaheb Ambedkar International Airport","4.2","87","","","","","https://www.google.com/maps/place/FabHotel+Shraddha+inn+-+Hotel+Near+Dr+Babasaheb+Ambedkar+International+Airport/data=!4m10!3m9!1s0x3bd4bf62129ef39f:0xbb991913e94b360a!5m2!4m1!1i1!8m2!3d21.10111!4d79.07252!16s%2Fg%2F11v18xx9m2!19sChIJn_OeEmK_1DsRCjZL6RMZmbs?authuser=0&hl=en&rclk=1"
"Super Townhouse 700 Hotel Krishna","3.3","803","","","700 Hotel Krishna 3","","https://www.google.com/maps/place/Super+Townhouse+700+Hotel+Krishna/data=!4m10!3m9!1s0x3bd4c0bb94f5d20b:0xfc60067d5afae829!5m2!4m1!1i1!8m2!3d21.1379205!4d79.0938386!16s%2Fg%2F11c6v32jrc!19sChIJC9L1lLvA1DsRKej6Wn0GYPw?authuser=0&hl=en&rclk=1"
"Hotel Darshan Towers Nagpur","3.8","845","","","","","https://www.google.com/maps/place/Hotel+Darshan+Towers+Nagpur/data=!4m10!3m9!1s0x3bd4c7366e283835:0xac893373a4490a07!5m2!4m1!1i1!8m2!3d21.151627!4d79.099459!16s%2Fg%2F11b73q2dcx!19sChIJNTgobjbH1DsRBwpJpHMziaw?authuser=0&hl=en&rclk=1"
"Silver Key Suites","4.6","636","","","","","https://www.google.com/maps/place/Silver+Key+Suites/data=!4m10!3m9!1s0x3bd4c1c422e0ea9d:0x58d5d75f83389d48!5m2!4m1!1i1!8m2!3d21.1768296!4d79.0361811!16s%2Fg%2F11nxt9cpsh!19sChIJnergIsTB1DsRSJ04g1_X1Vg?authuser=0&hl=en&rclk=1"
