"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"Gorewada Nature Trail","4.4","601","","","","","https://www.google.com/maps/place/Gorewada+Nature+Trail/data=!4m7!3m6!1s0x3bd4c1e9f9ac89a1:0x610f2250d66bd904!8m2!3d21.189285!4d79.0360674!16s%2Fg%2F11csqdd_pv!19sChIJoYms-enB1DsRBNlr1lAiD2E?authuser=0&hl=en&rclk=1"
"Mahaveera Udyaana","4.3","380","","","","","https://www.google.com/maps/place/Mahaveera+Udyaana/data=!4m7!3m6!1s0x3bd4c74ddae187df:0x7e2c10848ce2c234!8m2!3d21.1366393!4d79.1147391!16s%2Fg%2F1q65xbzz8!19sChIJ34fh2k3H1DsRNMLijIQQLH4?authuser=0&hl=en&rclk=1"
"seminary hills","","","","","","","https://www.google.com/maps/place/seminary+hills/data=!4m7!3m6!1s0x3bd4c196c50dc5e9:0x1537295b7f11af93!8m2!3d21.1458004!4d79.0881546!16s%2Fg%2F11rvhv9k7t!19sChIJ6cUNxZbB1DsRk68Rf1spNxU?authuser=0&hl=en&rclk=1"
"Chitnis Park","4.0","666","","","","","https://www.google.com/maps/place/Chitnis+Park/data=!4m7!3m6!1s0x3bd4c0c988cecb05:0x64e0594643fdbd86!8m2!3d21.1472992!4d79.1043979!16s%2Fg%2F1tdd3qvn!19sChIJBcvOiMnA1DsRhr39Q0ZZ4GQ?authuser=0&hl=en&rclk=1"
"South Central Zone Cultural Centre","4.4","2,548","","","","","https://www.google.com/maps/place/South+Central+Zone+Cultural+Centre/data=!4m7!3m6!1s0x3bd4c058a29a817d:0xbb43a2f4588f9518!8m2!3d21.1505872!4d79.064019!16s%2Fg%2F11h29sgj26!19sChIJfYGaoljA1DsRGJWPWPSiQ7s?authuser=0&hl=en&rclk=1"
"Mansha Tours Pvt Ltd - Travel Agency in Nagpur","5.0","43","","","","","https://www.google.com/maps/place/Mansha+Tours+Pvt+Ltd+-+Travel+Agency+in+Nagpur/data=!4m7!3m6!1s0x3bd4c0e37e2a3d7b:0x5dd5123a0cf5d354!8m2!3d21.1618253!4d79.0770994!16s%2Fg%2F11fnxw0xjg!19sChIJez0qfuPA1DsRVNP1DDoS1V0?authuser=0&hl=en&rclk=1"
"Tatya Tope Udyaan","4.4","505","","","","","https://www.google.com/maps/place/Tatya+Tope+Udyaan/data=!4m7!3m6!1s0x3bd4bf81cd6a657f:0x3e5941fe439ad18b!8m2!3d21.1168863!4d79.0637249!16s%2Fg%2F1q660m3n7!19sChIJf2VqzYG_1DsRi9GaQ_5BWT4?authuser=0&hl=en&rclk=1"
"Maharajbagh Udyan, Ropvatika And Mali Prashikshan Kendra","3.9","821","","","","","https://www.google.com/maps/place/Maharajbagh+Udyan,+Ropvatika+And+Mali+Prashikshan+Kendra/data=!4m7!3m6!1s0x3bd4c08d3823814d:0x4f6240809ea49e1a!8m2!3d21.1435771!4d79.0752342!16s%2Fg%2F1q62hz927!19sChIJTYEjOI3A1DsRGp6knoBAYk8?authuser=0&hl=en&rclk=1"
"Ramabai Ambedkar Park","3.9","249","","","","","https://www.google.com/maps/place/Ramabai+Ambedkar+Park/data=!4m7!3m6!1s0x3bd4c0ae59e007bf:0x59054a6ba131062e!8m2!3d21.1314637!4d79.1019792!16s%2Fg%2F11gzp1czs!19sChIJvwfgWa7A1DsRLgYxoWtKBVk?authuser=0&hl=en&rclk=1"
"BK Excursions","5.0","12","","","","","https://www.google.com/maps/place/BK+Excursions/data=!4m7!3m6!1s0x3bd4c1b187fd9281:0xac38a4b39c243afc!8m2!3d21.172226!4d79.0538494!16s%2Fg%2F11gfn9xb9l!19sChIJgZL9h7HB1DsR_DoknLOkOKw?authuser=0&hl=en&rclk=1"
"Chitanvis Wada","4.4","272","","","","","https://www.google.com/maps/place/Chitanvis+Wada/data=!4m7!3m6!1s0x3bd4c74b90575eb3:0x431df2dc5a96484a!8m2!3d21.141688!4d79.1133528!16s%2Fg%2F1q6683rwl!19sChIJs15XkEvH1DsRSkiWWtzyHUM?authuser=0&hl=en&rclk=1"
"आला जंगल वाला","4.7","18","","","","","https://www.google.com/maps/place/%E0%A4%86%E0%A4%B2%E0%A4%BE+%E0%A4%9C%E0%A4%82%E0%A4%97%E0%A4%B2+%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A4%BE/data=!4m7!3m6!1s0x3bd4c1b523fc4553:0x4295128658b0dd11!8m2!3d21.1545841!4d79.1053657!16s%2Fg%2F11lkvpr5pn!19sChIJU0X8I7XB1DsREd2wWIYSlUI?authuser=0&hl=en&rclk=1"
"Raman Science Centre and Planetarium","4.4","718","","","","","https://www.google.com/maps/place/Raman+Science+Centre+and+Planetarium/data=!4m7!3m6!1s0x3bd4c0b8622d6c2b:0x6463cbb3af72f21b!8m2!3d21.0680074!4d82.7525294!16s%2Fm%2F047bwy2!19sChIJK2wtYrjA1DsRG_Jyr7PLY2Q?authuser=0&hl=en&rclk=1"
