Lat,Lng,Price,Sqft,Bhk,secondary_road_mean_dist,secondary_link_mean_dist,primary_road_mean_dist,primary_link_mean_dist,trunk_road_mean_dist,trunk_link_mean_dist,college_mean_dist,govt_institute_mean_dist,hotel_mean_dist,malls_mean_dist,schools_mean_dist,it_companies_mean_dist,tourist_spot_mean_dist,hospital_mean_dist,Type_ Apartment,Type_ Land/Plot
21.14159,79.0633893,300.0,3000,4,988.570644535028,596.9749306429921,3497.140551315513,3067.5539070973546,2001.8908267172696,1694.592370127923,1152.71889997925,1175.7484162688977,2448.9487877379624,1429.7201424313268,1569.8742476414563,1417.9576043415768,1737.9942214870389,809.185435050686,True,False
21.18581083,79.08720732,80.0,1800,3,1620.3220333578938,1881.4996283642952,1980.2627790776628,1089.5237848233005,1415.2099610585954,1345.8917523147013,1516.7856894643714,2961.6736656351077,3648.5132146921887,3097.800717008654,2664.4590767161053,2915.9421200389925,2945.7451028250507,2780.0287987637944,True,False
21.18233049,79.08735752,125.0,3300,3,1417.4634621665878,1573.242380830215,1851.5624470610655,1080.1506085989697,1393.9005432139436,1494.902608715199,1394.2389954597315,2677.1162967966766,3413.7101913139786,2753.388477342261,2525.9478035814714,2656.884064906294,2674.8251515940656,2572.968720502014,True,False
21.18457072,79.09119844,65.0,900,3,1583.3149214863108,1785.783575398699,2027.267944609295,1418.539991580078,1518.1351952412765,1150.2111352823108,1537.428223602957,3039.688647113883,3553.285345521132,2946.493418700567,2706.6415174750864,3016.6630698744434,2972.598645023425,2729.8397210234907,True,False
21.18589084,79.09100533,37.0,700,2,1658.5683464212982,1899.549709413655,2070.739530656818,1422.7561884925,1523.1153289568815,1105.56675452877,1571.5508387761142,3138.609406405493,3645.286469259304,3081.850178645605,2756.0811167717197,3104.715209182169,3075.249335498016,2814.8772440423463,True,False
21.11985686,79.05208111,130.0,2300,3,1102.0651711002909,1571.396454163164,2033.9541361892868,1044.1609946516903,2864.8185456953,2054.561848716584,2817.5107899279255,2757.2263829667527,2525.613981405687,2315.81276161343,2198.2187043874824,434.8571046848967,2580.5181841983494,1714.9244319482343,True,False
21.1142938,79.05186653,105.0,2200,3,1295.7829486278367,2073.6443138226728,2722.2256457436483,1049.2388136130344,2504.044346144129,1954.5092546049127,3220.1351041331177,3150.585992380199,2330.097795395519,2482.296928005742,2351.242707717287,688.1552865170512,3052.753958837705,2029.5305415319665,True,False
21.11453394,79.06079292,89.0,1600,3,1148.195184150274,1601.7502372217994,2575.121576446767,1863.665689979496,2161.3508867210357,1061.4631791450213,2872.370030043028,2677.6385585915145,2378.143900099052,2214.758801415887,2050.6644614035395,1032.525448409417,2914.2790320400263,1564.7693422163618,True,False
21.11841609,79.0554285,135.0,1571,3,1084.3297143850652,1490.0365564468177,2857.107317297656,1317.3400355107192,2687.8188702148664,1683.6347782855971,2776.7564899189197,2643.1492379545416,2478.2983178795757,2217.957899950936,2099.6687122124836,761.7225834066272,2651.0211772402663,1571.8646502627275,True,False
21.14699238,79.05465603,325.0,2050,3,1292.1772642943076,843.9591791640312,3266.934215864206,2885.27819469525,2417.533403667221,2726.813621329477,1327.1920306360523,1198.4734504807316,3178.615026496729,2137.7515329450566,2144.8274546611815,1884.0908379858824,1771.6395355953853,1648.7980237563515,True,False
21.14143034,79.04997826,65.0,850,2,1211.3799829906395,1404.002314769512,3220.1130157314833,2577.7807035045143,2444.1948343237937,3001.6207226535016,1753.8334701181695,1765.0637018987168,3262.717280531544,2343.211145376105,2426.8202840257673,1574.12965318775,1861.5055082892763,1627.7986598790026,True,False
21.14471157,79.05156612,90.0,950,2,1271.4970865720134,1166.6639017888697,3492.870999748263,2843.0324039636,2457.297007859123,2962.8131243428293,1539.008662313592,1489.6577489143503,3276.63701812246,2290.641261939214,2335.2765732511043,1787.831956883436,1821.0956383671464,1688.252340036109,True,False
21.13958961,79.05251026,125.0,1525,3,1149.5696235123053,1269.2272729321635,3143.4205718850476,2552.087323396934,2639.884563297208,2693.226488442323,1665.7036751573062,1712.8439301480553,3078.9481138405663,2118.9350971278477,2226.9029664093064,1353.576804693169,1845.1413907665792,1340.2243994963824,True,False
21.14499167,79.05384064,155.0,1850,3,1256.4020402080512,933.7064941728036,3405.9816094709527,2933.7084091215156,2503.710786087606,2750.9193002248808,1385.2490889122246,1335.199164193049,3152.348780277702,2140.602226979122,2183.9156916469187,1749.059947081163,1798.7274291058995,1547.9814714930417,True,False
21.15891822,79.10529613,30.0,365,4,1045.864705285859,755.9060276005769,1709.4697038808183,1120.6407242238324,2161.2178150843856,1912.256923068137,1928.9545262870895,2094.96905873768,2138.342749974835,1765.868091551062,2196.129106567384,2718.18870766086,1742.6912280645165,2368.4594369240385,True,False
21.15564075,79.10572529,50.0,950,2,965.7294514960904,523.4456662054911,1590.0628818340615,910.502775024028,2180.383589224504,1994.4260165843175,1863.102724838605,1939.193948586178,2031.8263585649947,1657.1507337227576,2133.3205962788716,2664.789154576864,1593.978417943963,2201.5023669951147,True,False
21.15820148,79.10761356,40.0,1100,3,1028.642857592498,754.1203421824151,1672.1865541699194,1187.8962416745594,2265.569452190415,1956.3979400895264,2042.0418014013317,2182.073079421159,2273.8320827777047,1848.96667057305,2291.503995789354,2866.356514676188,1816.7069463414632,2404.8371856553354,True,False
21.15552072,79.1141367,38.0,700,1,976.7520811532528,851.912838477381,1619.5574944774737,1515.821500235456,2323.2607260378604,1685.8170381487926,2236.1392226246044,2411.351750436458,2757.1629717332353,2125.9067214625475,2424.301184672938,3198.117749651057,2078.186031215436,2400.1490509592836,True,False
21.15696113,79.11237717,40.0,780,2,1012.3191241500572,881.6844487163735,1634.2107208844743,1439.24750866443,2337.483295135182,1869.301933686646,2244.095376629156,2384.9452078691834,2629.2248988952992,2062.461636333727,2427.957286048256,3151.7649589327675,2024.010835724176,2437.8209407307827,True,False
21.14455531,79.08182144,125.0,1600,3,751.6594347471838,438.1256949803342,2554.7581909667488,2002.705293338216,1304.3120746665904,118.99183171706534,1102.6033259879084,837.7271541720345,1127.0714898858091,660.482365272496,1251.5376031015562,1477.0608916522656,714.9065376839828,527.5536164118396,True,False
21.1461567,79.08285141,84.0,614,3,728.5870870702117,535.4244138237208,2416.433600551526,1834.7483467879097,1240.6965858257315,165.6509855898716,1089.6445607515043,767.3038308212457,1069.8379376062007,687.3904287967428,1243.7916793548588,1482.5811403611892,624.5584980166595,614.5194704908338,True,False
21.1455965,79.08576965,75.0,1480,3,594.4561483442623,401.099756415454,2323.282286331403,1627.869888341492,1370.2608344602822,470.9985845823915,1163.7643039730128,819.6314819041108,987.7785745507316,662.4328108619178,1321.7481431311485,1535.936439296151,621.123531292781,609.2170700219483,True,False
21.14291551,79.08555508,125.0,1480,3,575.8023595663869,431.0799971735204,2481.355496968719,1749.6350747288118,1510.927039607138,490.89125345921855,1164.3088727295128,918.6787383768872,1066.7671675667295,672.6217105021541,1381.3958242533504,1544.1096471201563,781.9618630660764,501.5127681626391,True,False
21.12009587,79.04349804,75.0,1250,2,1289.736046457229,2266.8263365048288,1715.495144481275,681.5442880726898,3757.044370659252,2932.485567822635,3257.827013663152,3339.667239480965,2533.4456129308132,2746.96157471201,2584.7821458739045,426.09551655471626,2768.5576532592568,2382.3067304335764,True,False
21.11789469,79.04448509,65.0,875,2,1321.7943902931313,2312.185296546328,1701.5734280854892,650.2086314328036,3825.487163998643,2784.9288576585827,3337.1563506715074,3401.737931030499,2458.9885509568767,2721.7415023317,2563.08041290675,365.0080432197316,2917.5447462528045,2392.733558827673,True,False
21.11869512,79.04538631,30.0,400,1,1270.0468773898333,2184.376789159991,1720.795882109959,663.9801709599384,3116.983327507825,2710.046068662941,3234.632264123149,3287.053529914021,2482.159083243608,2650.8174311428647,2521.6067365982403,292.8390735951381,2815.8292204917752,2283.7039188744957,True,False
21.11669403,79.04525757,35.0,650,2,1338.297253848113,2330.462913241526,1707.867800884998,640.8354236144279,2939.610085004656,2679.097121233744,3374.2094112550467,3425.392552638625,2427.303929522065,2707.337874077445,2552.293963452146,348.3739771381435,2996.223337942092,2382.9219296755864,True,False
21.11509314,79.04349804,65.0,800,2,1456.2512353905977,2584.643682500805,1706.9258741667263,632.3279636741298,3802.932043425994,2818.8725590750487,3549.847016784108,3656.076159803956,2392.811082707941,2858.20347574093,2647.5702024379216,485.08956900165975,3203.8494736632992,2604.0176040558786,True,False
21.13358626,79.07139301,390.0,3549,4,867.1075052497246,764.185468146143,3332.002401142341,2967.610924791624,1961.5686214010036,632.3768661805451,1504.7198160863438,1394.9122324024488,2106.219713649741,1394.3763458984154,1295.0241329844216,1441.8202958054262,1740.5685481724895,255.27818507054877,True,False
21.13494685,79.07323837,135.0,1057,2,915.2496455060038,828.777870897912,3240.1395250462683,3185.889151010353,1854.2235050062943,497.9578405219989,1422.1732122021822,1363.8663401111005,1962.6898153586824,1331.079304221215,1240.2086946510362,1474.7096886138986,1603.654041194816,182.60686936654,True,False
21.13558712,79.07508373,160.0,1770,3,924.5404694284068,792.4201935583625,3191.313908391502,3012.013139537153,1789.422374507899,336.4997043906976,1377.482850164024,1346.7742309123355,1845.6570078980108,1293.2634244821063,1209.498799195261,1507.9144637897448,1494.2155070169142,163.26812137322094,True,False
21.13690759,79.07817364,95.0,1060,3,909.1645450171818,625.72374264015,3021.3522755296267,2675.852234070252,1698.821757058139,169.29597925682668,1306.155378763513,1280.2320831307356,1658.616779710986,1173.834032822108,1215.278777299476,1505.591398463889,1311.6746407370988,147.44848501825192,True,False
21.1637263,79.07740116,175.0,1980,4,1158.407440616666,793.0720250371962,1578.0376180115848,696.4676393949809,1037.8077706057716,996.6031616448624,611.0963889030903,809.8883738956699,2335.0766457684795,1790.8216213535993,1490.7643089761564,1485.0621235665817,1496.801900970686,2135.7975238009462,True,False
21.16008539,79.07559872,350.0,3825,4,1166.7299392372188,434.1179500341938,1804.5995944456129,1052.8203716022567,1086.6251894795969,799.9027420330202,803.3027094344345,512.5892108185355,2154.3837030770937,1615.074562231552,1355.8975762012656,1504.713713708687,1353.9827125939923,1929.7877821554248,True,False
21.16156577,79.07379627,136.0,1600,3,1111.0831244226024,526.8274330818529,1773.7222821392995,930.794772995116,1213.3936200263558,1048.415796408965,809.9067409289623,508.7872046426516,2355.0508304595232,1809.27080014242,1486.9610480733113,1573.7092355966706,1454.5799115334694,2096.6563702178314,True,False
21.16080558,79.07783031,276.0,3250,4,1217.3271650343331,601.3613221783545,1705.0835472420897,992.8758108781864,972.8384401685424,694.992132459481,684.2158236332964,641.3354971145037,2092.8134053177305,1577.3095659476835,1324.7118577492874,1447.9900498115423,1353.7609871955788,1926.7755131000863,True,False
21.16386324,79.07877445,125.0,2100,4,1175.8109864852038,880.2364811237327,1556.108077963573,713.2623542255093,981.9157820769364,955.439239275764,561.0186127884797,877.8449426482488,2294.5321781575235,1752.7578295330172,1480.8251449076822,1460.1418807879147,1491.0713108719756,2112.347615933066,True,False
21.15299748,79.10248518,200.0,800,2,943.7584397970504,494.8891589733336,1565.1182503576172,597.1917544334466,2052.847726523889,2033.9937726886724,1639.8758292201692,1605.897158133884,1699.552201371192,1453.5073882703275,1920.824016711349,2388.5620552202267,1344.6212309869709,1901.5015304510257,True,False
21.15535819,79.1010046,300.0,1800,4,988.3510281459742,579.5632373026646,1622.076814909615,659.2975614032719,1931.150941179287,1844.5283771708905,1613.0839026815013,1659.8496711730538,1684.014889406658,1476.464128200381,1905.976588365324,2339.525467425507,1396.6215403555332,1976.205093177948,True,False
21.15431788,79.09935236,160.0,1050,4,953.2437510168344,621.920898725538,1628.5464742199724,527.2008523819101,1844.6135992661589,1763.245465372574,1521.8407217502777,1514.2368027754983,1531.0123404023218,1395.3383694185115,1804.9971751950104,2215.8213768131573,1295.681361197452,1824.8064108167684,True,False
21.15307751,79.1008544,125.0,1600,3,949.8497840588816,564.0527563027247,1591.6684270939556,504.07881154698816,1961.0042960565545,1947.7797145433535,1567.9565581392646,1519.459225705369,1586.486047229424,1401.8804103330017,1849.674398831557,2288.47823945696,1295.9992938554385,1827.9104423177896,True,False
21.15097685,79.10158396,302.0,1120,4,927.6026118735384,569.0165337228684,1583.078031199589,527.4022856852857,2056.283977498912,2081.4755232616512,1578.0946572402647,1461.252076014464,1608.5090348749875,1375.805416978606,1834.5039527986548,2297.5000123412856,1237.538437950177,1754.096681753903,True,False
21.15151816,79.13018703,160.0,2914,3,1001.6278886881316,823.4991960263818,1568.381726394546,1669.3942090942996,1386.381940144863,527.2381311358655,2706.87506383315,3252.854563065795,3770.8267448967463,3267.989548260103,2457.979637595527,3975.6180855414177,3149.2374572568583,2428.209288934088,True,False
21.15031777,79.13216114,100.0,1350,3,958.394926486628,737.4239468422377,1549.061691980251,1441.9737675023698,1397.6572805915316,432.3552065881484,2776.416686801997,3349.2834010959914,3830.485041470597,3429.334806591132,2436.469368560367,4031.2725232930434,3281.1717043856925,2429.275080497404,True,False
21.15003768,79.1390276,55.0,808,1,1252.1471289063809,799.9262457729649,1577.569702000488,741.0286917245112,1811.708427342871,147.11641134117704,3289.247502490409,3843.9681781314466,3964.798500748939,4045.459962020173,2596.8707143658876,4489.084109211098,3885.6231951711175,2712.1362132223035,True,False
21.14887729,79.13619518,165.0,1500,3,1042.318140318154,683.1005580216663,1550.7935091440847,1005.9876756550944,1466.3066706285704,328.6946650763951,3007.916602195963,3610.434258382365,3923.417371661434,3779.068134371029,2475.4505862574024,4222.562637515289,3602.361192229815,2533.4170868693664,True,False
21.14997503,79.1324079,216.0,1800,0,948.2755092354485,715.1425484543613,1547.9217302805553,1410.5905114825632,1407.8378569439817,431.2590578057475,2776.6314327119817,3357.457297605688,3837.52561482414,3448.3482597070188,2428.0442970579397,4027.57415905211,3293.294214533169,2421.5275308782066,False,True
21.17020652,79.05469894,75.0,1425,3,1928.6692936416691,1380.8203366143453,2104.0917892933453,1047.4037150876115,2440.862510532421,2609.2301371072117,885.17830430981,1066.8139280539122,4125.699715005073,3117.469398293447,2590.628410948107,2514.1402868466225,1965.9321301825937,3374.4881054061566,True,False
21.17220688,79.05186653,68.0,1425,3,2211.6396057952,1746.21539565552,2129.9992639411553,1004.0675548543824,2403.9686929038307,2241.5148240858825,886.7177182098716,1302.1693924371098,4421.761391594528,3370.7377096306677,2730.3702178343383,2694.6165426518537,2028.168125029403,3643.710642099776,True,False
21.1705263,79.04753208,51.0,1051,2,2394.0667930382683,1993.529473547918,1720.1040803862384,1272.2973978649993,2458.1376353994256,2009.591949467674,944.0780030484092,1388.1351991233084,4665.677769295998,3540.9223369804176,2831.060387890263,2971.7743077516793,2059.2640374545595,3816.065177221893,True,False
21.16884597,79.04444218,71.0,1300,2,2517.218073570042,2198.0173193204473,1986.0777868577277,1555.8860027641106,2476.654243039103,1947.8773426385353,1064.8594617423184,1518.2248138781183,4837.551117319739,3661.066803121201,2910.0717713186305,3144.7882224814093,2120.3327702867855,3919.387372293265,True,False
21.17088636,79.04079437,50.0,980,2,2899.9498174518103,2634.7425185453576,2153.000376260358,1717.674025342508,2386.224539396608,1557.5583072520376,1368.7576955454815,1937.972184836795,5162.104552881292,4060.94784130227,3096.842177916282,3393.466410939041,2274.3046585691827,4254.666044110079,True,False
21.16940608,79.03851986,40.0,880,2,3135.8388882097343,2795.67777742238,2257.983170302277,1977.3018913170868,2386.9961516177823,1618.8845429519486,1526.650746395017,2063.6162149528927,5254.610522699233,4155.3184934006285,3158.760852169284,3498.8771020252884,2363.1314872567445,4313.597314787497,True,False
21.16888557,79.03933525,225.0,2000,4,3047.8009979347603,2697.2397838190195,2220.448679930631,1934.0153862987015,2407.3704274688307,1700.7540108896942,1451.508895738459,1967.0854941156497,5177.465332666036,4061.582608323505,3114.2837768563595,3440.248046419629,2321.231478238046,4235.73241696012,True,False
21.1635644,79.03654575,43.0,1450,3,2821.595949677208,2864.8853813427613,2717.236990194412,2463.3477813645827,2452.8233115782746,2211.1871010734917,1761.4392765722082,2092.608500995937,5079.4160343794165,4016.075374682828,3162.4893901066503,3478.870973697656,2451.865652684028,4095.7183878506535,True,False
21.16680513,79.03409958,35.0,880,2,3157.880175609536,,2730.97571830389,1983.5341738029044,2345.4325725214826,1832.7821811638253,1927.3774242618815,2392.3558714611418,5419.910311289478,4345.111320948039,3241.251409697144,3693.658028171792,2597.6154682426913,4459.216068457682,True,False
21.16880556,79.03199673,38.0,1300,2,3438.1949517495173,,2823.0923097874297,2038.4048363327777,2279.722386962914,1620.9986109065658,2116.9306290533164,2652.8815453507295,5649.454586708411,4603.728914252679,3310.2658458242017,3869.697213564901,2743.575351308117,4711.851994674677,True,False
